,delay
374,1.304002676
375,1.864254495
376,1.8155654
377,1.303293545
378,1.303338117
379,1.022777674
380,1.815555044
381,1.815611012
382,1.298170249
383,1.815643189
384,1.817385446
385,1.306849835
386,1.807525592
387,1.818551356
388,1.779107128
389,1.555621645
390,1.818471858
391,1.807566833
392,1.818498322
393,1.554883516
394,1.779169241
395,1.301506422
396,1.779754925
397,1.819134695
398,1.78797066
399,1.025298244
400,1.301153231
401,1.557962036
402,1.756349094
403,1.819356553
404,1.808331963
405,1.808412269
406,1.790127922
407,1.556769531
408,1.556268207
409,1.556192351
410,1.789271001
411,1.780133305
412,1.311395826
413,1.823646204
414,1.812590095
415,1.549446983
416,1.81264163
417,1.784285888
418,1.823706654
419,1.557113731
420,1.823787166
421,1.312232036
422,1.560735201
423,1.795830906
424,1.812762223
425,1.812787795
426,1.812805126
427,1.813061848
428,1.794655761
429,1.565426242
430,1.813021105
431,1.562414561
432,1.79477529
433,1.784657102
434,1.918401004
435,1.792810317
436,1.813153001
437,1.794862658
438,1.794841402
439,1.578157333
440,1.312068344
441,1.306124045
442,1.560820429
443,1.561705691
444,1.312639015
445,1.578033891
446,1.792925547
447,1.824173165
448,1.813358601
449,1.813373962
450,1.916831173
451,1.824312252
452,1.312561194
453,1.82433033
454,1.312281964
455,1.784902872
456,1.784984246
457,1.999492611
458,2.087292971
459,2.084431897
460,3.374102507
461,3.404907755
462,2.096837037
463,2.097748957
464,2.085730041
465,2.013654916
466,1.76984955
467,1.623927152
468,1.812363961
469,1.841130067
470,1.605621488
471,1.838805546
472,1.859030734
473,1.369386393
474,1.881061359
475,1.027994693
476,1.374982713
477,1.375485281
478,1.623028906
479,1.847576843
480,1.855670277
481,1.045306658
482,1.09438792
483,1.034979705
484,1.370542553
485,1.888219014
486,1.860209252
487,1.859298795
488,1.380319079
489,1.639646576
490,1.652397734
491,1.903808077
492,1.141034505
493,1.93435922
494,1.660922689
495,1.422151595
496,1.092622767
497,1.672062506
498,1.141999374
499,1.904898408
500,1.087663452
501,1.068697262
502,1.90510813
503,1.14237518
504,1.088091361
505,1.417618356
506,1.935357799
507,1.424652034
508,1.897277479
509,1.897218334
510,1.674072106
511,1.0736443
512,1.026825696
513,1.684636383
514,1.684226162
515,1.936845245
516,1.947730485
517,1.684494459
518,1.937064633
519,1.436096162
520,1.919205719
521,1.442032039
522,1.944087208
523,1.161676331
524,1.081927065
525,1.691579049
526,2.004207204
527,2.083850027
528,1.828539428
529,1.24988373
530,1.179440929
531,1.579458231
532,2.061647663
533,1.297691847
534,2.085099704
535,2.22903633
536,1.833194081
537,1.180710153
538,1.181039226
539,1.303131912
540,1.834186079
541,2.085899582
542,1.830576084
543,2.07034485
544,2.071936011
545,1.914318734
546,2.144828642
547,1.93221998
548,1.664395841
549,1.913552692
550,1.664035531
551,1.658148915
552,2.146362747
553,1.918963901
554,2.17666565
555,2.165667574
556,1.913544698
557,1.383670474
558,1.664496297
559,1.658725367
560,1.658776748
561,1.06284649
562,1.915259025
563,1.264608038
564,1.658648541
565,1.26486644
566,1.059632245
567,1.664828615
568,1.062347484
569,1.664943292
570,2.176982941
571,1.913279362
572,1.383727323
573,2.137722425
574,2.177077116
575,2.166406445
576,2.145998873
577,2.166257236
578,1.960324216
579,2.177386266
580,2.166375183
581,1.664971398
582,2.137983972
583,2.177300936
584,2.148156192
585,2.177459238
586,1.665381595
587,2.148313386
588,1.659919307
589,2.184124292
590,1.950495048
591,2.188488072
592,1.287549949
593,1.938217611
594,2.199963597
595,1.082941417
596,1.089623958
597,2.200244945
598,2.189352056
599,1.352461817
600,1.682404574
601,2.171194561
602,2.172620837
603,1.083180539
604,1.083428012
605,1.352713976
606,1.939089829
607,2.16942822
608,2.161403204
609,1.083387214
610,1.083489616
611,1.083537419
612,2.161363998
613,2.189834188
614,2.189882128
615,2.169599852
616,2.200870173
617,2.161487987
618,2.189891682
619,1.688652589
620,1.689370645
621,1.700713158
622,1.694933298
623,1.700889923
624,1.360585294
625,2.173658196
626,1.950578729
627,2.181687494
628,1.366095343
629,1.948998961
630,1.950115229
631,1.102651261
632,1.371037382
633,2.202021748
634,2.266596734
635,1.70149265
636,2.173907202
637,2.213221982
638,1.700899337
639,1.346539135
640,2.202270389
641,1.362594434
642,2.173902776
643,2.182066352
644,1.95003661
645,2.183229575
646,1.701724884
647,1.373468188
648,2.213551896
649,1.695914485
650,2.213609096
651,1.100569472
652,1.955204076
653,2.186679916
654,1.424880521
655,1.404561072
656,1.369474781
657,1.958571841
658,2.207134457
659,1.103028188
660,1.3806841
661,2.209613663
662,2.181296962
663,2.220705439
664,1.957943444
665,1.427414218
666,2.191526378
667,1.103505605
668,1.957598088
669,1.708712034
670,1.310007949
671,1.104937149
672,1.104859405
673,2.222098666
674,1.355586838
675,2.211231865
676,2.223129242
677,1.429898823
678,1.950394973
679,2.212554897
680,2.212521815
681,1.410160596
682,1.44135225
683,1.118249082
684,1.97395224
685,1.125630818
686,1.125629421
687,1.125531022
688,1.129903295
689,2.009284949
690,2.239685799
691,2.007843554
692,2.241705138
693,2.010800241
694,2.022248655
695,2.253649287
696,1.767195912
697,1.767091999
698,1.168191216
699,2.023186436
700,1.773318968
701,2.246024304
702,1.767447364
703,1.168415987
704,1.435160224
705,1.168363846
706,2.033893298
707,2.285748622
708,2.285678467
709,2.034672816
710,1.444714986
711,2.267158685
712,2.034206306
713,2.297452749
714,1.085187757
715,1.580129695
716,1.275589418
717,1.090727435
718,2.393010667
719,2.361970972
720,1.086742033
721,2.437502902
722,1.085491703
723,1.087415864
724,2.130658229
725,1.881737415
726,1.087224689
727,1.091314278
728,1.881592911
729,1.087170344
730,2.354552064
731,1.091637517
732,2.354717902
733,2.131700973
734,1.091552549
735,1.088394702
736,1.600933274
737,1.088941485
738,1.088659406
739,1.089401184
740,1.520084761
741,2.13309776
742,1.278304717
743,2.366238087
744,1.00197178
745,1.093294759
746,1.883475594
747,2.36544044
748,2.384703277
749,1.09070944
750,1.0940634
751,1.094457748
752,2.15327094
753,1.091999599
754,1.092299015
755,2.36766839
756,1.603576409
757,1.006186027
758,1.602883184
759,1.279730044
760,1.006145078
761,1.5444858
762,1.094238321
763,2.134283322
764,1.094408355
765,1.09434968
766,2.397033593
767,2.150839083
768,1.603704681
769,2.386067642
770,1.328198004
771,2.386149406
772,1.54745472
773,1.004030949
774,1.094449039
775,1.090851128
776,2.153469075
777,2.397308845
778,1.608555196
779,1.09406861
780,1.018899967
781,1.123621361
782,1.559222261
783,2.163743569
784,1.121367222
785,1.119066518
786,1.12802245
787,1.022245643
788,1.123302397
789,1.032054764
790,1.124028457
791,1.123388281
792,1.578969335
793,1.000312503
794,1.123377385
795,1.596296127
796,1.19956647
797,1.657628856
798,1.692731179
799,1.19880144
800,1.204004011
801,1.19886937
802,1.202062338
803,1.199791094
804,1.114084294
805,1.115996504
806,1.066446272
807,2.244480629
808,2.249374078
809,1.390134187
810,1.204909215
811,1.083312386
812,1.209775623
813,1.202296572
814,1.201366654
815,1.71508015
816,1.201659308
817,1.99645958
818,1.99602829
819,1.200941517
820,1.391240462
821,1.996963204
822,1.201508603
823,1.201952439
824,1.202437333
825,1.205702848
826,2.469184724
827,2.508478438
828,1.105537244
829,1.117484233
830,1.11715272
831,1.437022022
832,1.115069088
833,1.202852969
834,1.080734863
835,1.20588125
836,1.201843063
837,2.262070185
838,1.20139348
839,2.477503853
840,1.203373142
841,2.245010575
842,1.117467782
843,1.203840794
844,1.202305717
845,1.203536226
846,1.206033268
847,2.497897849
848,1.202403448
849,1.997259228
850,2.245256666
851,1.391512542
852,1.391738747
853,2.509007443
854,2.262299551
855,2.478825062
856,2.469573622
857,1.042002364
858,1.041844782
859,1.084101857
860,1.202022605
861,1.082386593
862,1.204349497
863,1.118047555
864,1.047900304
865,1.204060294
866,1.596945442
867,1.997006633
868,1.997150109
869,2.247673274
870,1.642605774
871,1.20676012
872,1.204285991
873,1.991721134
874,1.991600151
875,1.592491949
876,1.203928099
877,1.202571082
878,1.39185436
879,2.4699541
880,1.203255124
881,1.204317632
882,1.203269351
883,1.204174264
884,1.997767013
885,2.49838006
886,1.71524091
887,1.65697248
888,1.594496474
889,1.203551363
890,1.20675398
891,2.482416153
892,2.483600714
893,1.106526026
894,1.205857414
895,2.001748118
896,1.206920567
897,1.720661352
898,2.002497818
899,2.513990265
900,1.666332125
901,2.483865226
902,2.513955945
903,1.120555221
904,1.209236002
905,2.001752702
906,2.250505535
907,1.211663454
908,1.211547039
909,1.025651366
910,1.266708971
911,1.263985444
912,1.253288376
913,1.164497537
914,2.05749646
915,2.558077923
916,2.569198113
917,1.262755286
918,2.057566673
919,1.176492038
920,2.538131268
921,1.128325219
922,1.266796311
923,2.305724817
924,2.569507124
925,1.270293338
926,1.101100356
927,1.271536775
928,1.264627947
929,1.02619724
930,1.266951588
931,1.452893159
932,1.298689488
933,1.298899608
934,1.288121894
935,1.302187095
936,1.300119399
937,1.302191478
938,1.296977431
939,1.300173129
940,1.297130445
941,1.487753481
942,1.299447428
943,1.203382542
944,1.090108382
945,1.164112588
946,1.087353885
947,2.123152485
948,1.31968897
949,1.327730295
950,1.327997778
951,1.79590294
952,1.32985511
953,2.624781362
954,2.117869118
955,1.093309386
956,1.188765552
957,2.382434602
958,1.343927111
959,2.136806263
960,1.330882077
961,1.343423489
962,2.638414106
963,1.348930824
964,1.347222239
965,1.349109693
966,1.361219975
967,1.349881765
968,1.35196144
969,1.363317742
970,1.264839693
971,1.35285899
972,1.357103073
973,1.356195969
974,1.135292799
975,1.386825922
976,1.280992322
977,1.051470351
978,1.387321984
979,1.386971082
980,1.383686236
981,1.265542899
982,1.65965534
983,2.689799582
984,1.897238089
985,2.607869005
986,2.612787599
987,1.56536524
988,1.551465092
989,1.070601952
990,1.566869458
991,1.56528308
992,1.234760823
993,1.068367502
994,1.568825093
995,1.333933197
996,1.570141216
997,1.071375652
998,1.071507131
999,2.386283793
1000,1.580716177
1001,1.655865601
1002,1.845322983
1003,1.656762217
1004,1.420272471
1005,3.133861991
1006,2.604841552
1007,2.092135012
1008,2.095423098
1009,2.100759883
1010,2.09615751
1011,2.079644534
1012,2.091178156
1013,1.59837752
1014,2.094327296
1015,1.591663502
1016,1.591706314
1017,3.38797897
1018,1.59856323
1019,2.091722449
1020,2.080840143
1021,2.093515743
1022,2.09345839
1023,3.13292317
1024,2.549446161
1025,3.137795467
1026,2.091841352
1027,2.080482033
1028,1.598923631
1029,1.85565479
1030,1.613039007
1031,2.080581969
1032,2.092112807
1033,2.083423937
1034,2.28226017
1035,2.282280557
1036,3.141270583
1037,3.399571767
1038,3.136121393
1039,2.306625751
1040,3.138156382
1041,2.083619086
1042,1.607718648
1043,2.096548275
1044,2.086466768
1045,1.62887018
1046,2.097261793
1047,1.595252633
1048,2.084755357
1049,3.40286201
1050,3.140023063
1051,2.086990906
1052,2.087113195
1053,2.891497958
1054,2.010544668
1055,2.083529435
1056,1.606300674
1057,3.363807186
1058,2.084922276
1059,2.1007611
1060,3.392232691
1061,2.536746875
1062,2.610903154
1063,2.087462909
1064,1.629240864
1065,1.602577476
1066,2.097203254
1067,2.097549066
1068,1.937333703
1069,2.100699519
1070,1.860390734
1071,2.095930453
1072,1.602455047
1073,1.629270409
1074,1.859422633
1075,1.860361514
1076,2.242681172
1077,2.555106489
1078,2.610281431
1079,2.100996046
1080,2.101084707
1081,1.976012194
1082,3.140973659
1083,3.140149276
1084,2.286015564
1085,2.5519594
1086,1.942337344
1087,2.084505327
1088,2.085193079
1089,1.617064627
1090,1.61704287
1091,2.097450806
1092,3.392384403
1093,2.087238278
1094,2.380837176
1095,3.128341707
1096,2.556030043
1097,2.011918885
1098,2.096471679
1099,2.100621203
1100,3.392725937
1101,2.101113712
1102,2.286252217
1103,1.858077247
1104,2.101225582
1105,1.976525795
1106,3.374243504
1107,2.891757919
1108,2.286170058
1109,2.105400558
1110,1.935724725
1111,1.766515026
1112,2.286188616
1113,1.856697124
1114,3.392712312
1115,2.286394526
1116,2.087548801
1117,1.995282199
1118,2.590234427
1119,3.374379908
1120,3.403653051
1121,3.364270714
1122,2.101513694
1123,3.142006607
1124,2.099006788
1125,2.098364394
1126,1.937549245
1127,1.860402359
1128,2.000305721
1129,2.098463385
1130,1.766105431
1131,2.084342418
1132,2.087953737
1133,2.087350426
1134,2.09847205
1135,2.096666859
1136,2.610298774
1137,3.403646893
1138,1.977231588
1139,2.101341605
1140,3.157763479
1141,2.610471095
1142,2.099166885
1143,1.629911076
1144,2.096179369
1145,2.101112784
1146,1.617526609
1147,2.083832899
1148,2.096720625
1149,1.6096852
1150,2.286561367
1151,1.598560275
1152,2.088039736
1153,2.886047346
1154,3.37258152
1155,1.624743013
1156,3.403929087
1157,2.097339071
1158,3.403802504
1159,2.095849112
1160,1.978703748
1161,2.011753044
1162,1.767151164
1163,2.098862564
1164,1.94549595
1165,1.615524217
1166,1.782186544
1167,2.101907442
1168,3.157872283
1169,2.030301752
1170,1.87848034
1171,2.014813028
1172,1.626650241
1173,2.01447627
1174,2.938310121
1175,3.367614744
1176,3.370247013
1177,3.299491703
1178,3.643309673
1179,2.926151657
1180,3.45618187
1181,2.384801934
1182,2.669506485
1183,2.824716251
1184,2.944372466
1185,2.425779867
1186,2.385709396
1187,2.092031454
1188,2.944702912
1189,2.390517543
1190,2.384497048
1191,2.394336705
1192,2.950797092
1193,2.670459374
1194,2.681745061
1195,2.824833907
1196,2.092949258
1197,2.888809954
1198,2.386668222
1199,2.864414344
1200,2.858622183
1201,2.868604677
1202,2.96322675
1203,3.219592506
1204,2.893735989
1205,2.948202767
1206,2.928880464
1207,2.928140811
1208,2.953878394
1209,2.956873488
1210,2.678306282
1211,2.833487418
1212,2.93424665
1213,2.920655404
1214,3.452609469
1215,2.101899688
1216,2.936711345
1217,2.936769318
1218,2.394630448
1219,2.955231699
1220,2.956684345
1221,1.393249661
1222,3.454377013
1223,2.868233059
1224,3.062098163
1225,2.999954194
1226,2.176026626
1227,2.513434342
1228,4.837747098
1229,3.529324832
1230,4.588848229
1231,3.546983163
1232,2.978183411
1233,2.895040226
1234,2.758004624
1235,3.546961166
1236,3.741878013
1237,2.671440117
1238,2.828487368
1239,2.308662209
1240,3.164422119
1241,2.032074854
1242,2.911785965
1243,3.467828038
1244,3.423372646
1245,2.121489004
1246,2.131524082
1247,1.97723243
1248,2.133271902
1249,2.013343677
1250,2.926528904
1251,2.323402488
1252,2.370003193
1253,3.174312607
1254,2.925917775
1255,2.13206409
1256,3.427136396
1257,3.427200848
1258,2.033293373
1259,2.012442643
1260,1.894762172
1261,3.438084942
1262,2.591067302
1263,2.135318679
1264,1.646677119
1265,1.817061585
1266,1.649512452
1267,2.149562019
1268,3.191163508
1269,2.337658685
1270,3.193436033
1271,2.937558995
1272,2.14755292
1273,2.33821841
1274,2.152786263
1275,2.1533221
1276,2.148555935
1277,2.136684833
1278,1.65507514
1279,3.424141295
1280,3.193164798
1281,3.455562894
1282,2.937867122
1283,2.938082861
1284,2.136781987
1285,3.19244338
1286,3.194119395
1287,2.338504192
1288,2.135892683
1289,1.658893172
1290,2.153633933
1291,2.944173228
1292,2.137585039
1293,2.137515244
1294,2.149931301
1295,2.153055538
1296,1.654992991
1297,1.676790787
1298,2.049880614
1299,2.338546539
1300,2.338078558
1301,2.150171062
1302,1.648856131
1303,2.937984229
1304,2.136346975
1305,2.136966145
1306,2.157808392
1307,2.047404187
1308,1.65062213
1309,2.151191895
1310,1.680730704
1311,2.341731967
1312,2.151132841
1313,1.989098838
1314,2.063873959
1315,2.139544118
1316,2.15381928
1317,1.680268099
1318,2.027085399
1319,1.817611703
1320,2.137845389
1321,2.608110952
1322,1.650761296
1323,2.149479287
1324,1.654971735
1325,1.66173821
1326,1.655025241
1327,2.13775828
1328,2.02815395
1329,2.938604513
1330,2.943604369
1331,3.445084457
1332,2.150012001
1333,2.148527162
1334,2.150005215
1335,2.030778912
1336,1.669745342
1337,2.153760658
1338,2.150124415
1339,2.148045921
1340,2.136490255
1341,2.137959195
1342,2.139137312
1343,2.338744068
1344,2.338744198
1345,1.677059805
1346,2.14963331
1347,3.245223458
1348,3.757252916
1349,3.129555197
1350,3.289552361
1351,3.254979515
1352,2.697580004
1353,5.037719254
1354,2.974915217
1355,3.196431774
1356,2.976294389
1357,3.258837881
1358,2.700416226
1359,5.042132933
1360,3.163785005
1361,2.70344847
1362,3.177331011
1363,2.704826902
1364,2.737176619
1365,3.67859468
1366,3.177970953
1367,2.705417935
1368,3.254842442
1369,3.201534373
1370,3.257036281
1371,3.669320941
1372,3.771409014
1373,3.202468687
1374,3.137197271
1375,3.234205259
1376,3.236952771
1377,3.239627633
1378,3.26928584
1379,3.270700176
1380,1.632685137
1381,2.159420516
1382,1.666261458
1383,2.005253199
1384,3.458726458
1385,1.669116777
1386,2.150583557
1387,2.151547379
1388,2.162474294
1389,2.352062909
1390,3.469816624
1391,1.695718596
1392,3.469722669
1393,3.45878065
1394,1.927235698
1395,2.009368065
1396,2.079890841
1397,2.640355142
1398,2.203649652
1399,2.19951617
1400,1.696987145
1401,2.114975425
1402,2.189407243
1403,2.117321714
1404,2.66729776
1405,3.261316159
1406,2.201591945
1407,2.995512089
1408,1.691225621
1409,2.188613533
1410,2.201160322
1411,1.712612851
1412,1.979259703
1413,1.742338659
1414,2.113315187
1415,2.215469457
1416,2.096492099
1417,2.201882504
1418,2.2137255
1419,2.20506967
1420,1.745469715
1421,1.74932913
1422,2.25044924
1423,1.749153805
1424,1.746056162
1425,2.237469549
1426,2.254433705
1427,2.249417937
1428,1.746119686
1429,2.237979551
1430,1.749302191
1431,1.755847874
1432,1.722396844
1433,1.746254643
1434,1.722955366
1435,2.238231456
1436,1.771002112
1437,2.237871927
1438,2.238399569
1439,2.014434732
1440,1.749806789
1441,2.24053909
1442,1.749856935
1443,2.240541708
1444,1.750300076
1445,1.750617684
1446,1.723443874
1447,1.723505941
1448,1.918693425
1449,2.250202234
1450,2.250978092
1451,2.252549983
1452,2.150378167
1453,3.046116856
1454,1.76408765
1455,1.746991299
1456,1.759488069
1457,2.159201169
1458,2.264917952
1459,2.162283318
1460,2.261629285
1461,2.022364474
1462,2.17590143
1463,2.450409152
1464,2.249422865
1465,1.773516316
1466,2.265280642
1467,2.107130665
1468,2.025121397
1469,2.262095179
1470,2.251622141
1471,2.174972499
1472,1.75733322
1473,3.567776476
1474,3.056011116
1475,2.141930524
1476,2.260239284
1477,2.265218132
1478,2.265057113
1479,2.450452322
1480,2.2654863
1481,2.252608564
1482,1.752346003
1483,1.753189962
1484,1.783074671
1485,3.069191826
1486,2.119501649
1487,1.78039567
1488,2.262820567
1489,3.069527752
1490,2.276299099
1491,3.581253445
1492,3.317756948
1493,2.278548042
1494,2.037398407
1495,1.774114526
1496,1.77111874
1497,2.27579129
1498,2.262145148
1499,2.262534354
1500,2.176268379
1501,2.274081832
1502,3.570886093
1503,2.174875016
1504,2.274765782
1505,1.765485238
1506,2.464808394
1507,2.037102899
1508,2.274158173
1509,2.276086661
1510,2.279533312
1511,2.1570024
1512,3.323221132
1513,2.274575837
1514,2.276499457
1515,2.18983589
1516,3.571181429
1517,3.571275372
1518,3.571129154
1519,1.785344078
1520,1.766357174
1521,2.262389241
1522,1.775340429
1523,2.279712304
1524,2.038563681
1525,2.113891809
1526,3.543187276
1527,2.039699234
1528,1.803374844
1529,1.785682895
1530,2.279799313
1531,2.276524378
1532,2.262416146
1533,2.263446623
1534,3.320152958
1535,1.765600309
1536,2.176319926
1537,2.264339025
1538,2.280243506
1539,2.039789569
1540,2.465228266
1541,2.266062394
1542,1.775541948
1543,3.320343657
1544,2.262950636
1545,1.771793784
1546,3.316391485
1547,2.263070222
1548,3.553900829
1549,2.156283269
1550,2.466881046
1551,2.281848349
1552,2.466870876
1553,2.117442104
1554,2.560642239
1555,2.731874968
1556,2.281357055
1557,2.176498877
1558,1.778905101
1559,2.278506235
1560,1.810234993
1561,1.789870044
1562,1.789841672
1563,1.810128284
1564,1.798101984
1565,2.042304771
1566,3.065995686
1567,2.268352625
1568,2.46684854
1569,1.778972703
1570,2.115738112
1571,2.276412755
1572,2.177409368
1573,1.78989732
1574,2.192728664
1575,2.041133637
1576,2.279302491
1577,2.281725357
1578,2.278311912
1579,3.066413787
1580,2.041402529
1581,2.277460443
1582,1.766160681
1583,2.279324187
1584,2.122941047
1585,2.117946954
1586,1.809174176
1587,3.573466779
1588,3.367507879
1589,1.783415042
1590,1.778990656
1591,2.039754454
1592,2.790866078
1593,2.28165345
1594,2.790219145
1595,1.811521824
1596,2.192073073
1597,1.94726949
1598,2.04102777
1599,3.546568135
1600,3.322683615
1601,1.948617584
1602,2.267148702
1603,1.789229476
1604,3.068134801
1605,2.117309545
1606,2.744170051
1607,2.280188272
1608,2.280469429
1609,1.799963133
1610,2.533535028
1611,1.800022522
1612,1.811455262
1613,3.068639282
1614,1.779137414
1615,3.074303353
1616,3.324565671
1617,3.322686219
1618,2.178630703
1619,2.177989319
1620,1.791885345
1621,2.26716761
1622,2.288100806
1623,2.283995435
1624,2.283710821
1625,2.278915876
1626,2.280362595
1627,1.792065449
1628,2.281201825
1629,2.178820054
1630,2.267195662
1631,2.27056344
1632,1.78111014
1633,1.811453494
1634,2.269447459
1635,2.279817908
1636,2.281512875
1637,2.195935167
1638,2.280706684
1639,2.280832027
1640,2.27985721
1641,2.280351224
1642,2.279595942
1643,2.268218999
1644,2.280759085
1645,2.281746635
1646,2.194634787
1647,2.268166935
1648,2.266966939
1649,3.586430211
1650,3.068841999
1651,1.781185707
1652,3.06878402
1653,3.575551992
1654,2.284184276
1655,2.158985626
1656,2.043526906
1657,2.267357176
1658,2.469283238
1659,3.575645485
1660,1.948845119
1661,2.283879262
1662,2.28012526
1663,1.792306869
1664,1.779409864
