,delay
1665,2.195219648
1666,2.278870551
1667,2.284338599
1668,1.78591247
1669,3.07434187
1670,1.811654714
1671,3.068666797
1672,2.042858821
1673,3.557371803
1674,3.555375293
1675,2.267741954
1676,2.280961068
1677,2.674420989
1678,2.120891241
1679,1.792369218
1680,1.949077738
1681,2.281474629
1682,2.280259127
1683,3.074592407
1684,2.469478059
1685,2.280728298
1686,2.280028905
1687,2.28163871
1688,2.19409582
1689,2.283978929
1690,2.279197312
1691,1.812748947
1692,1.781531423
1693,2.280838862
1694,2.145700592
1695,2.267550421
1696,2.281072342
1697,2.158067456
1698,3.324354534
1699,2.181554503
1700,2.773168798
1701,3.557573707
1702,2.2818275
1703,2.194780326
1704,2.281652344
1705,2.280836033
1706,2.284600905
1707,2.793206443
1708,2.281988979
1709,3.069349678
1710,2.282030803
1711,3.547607346
1712,3.313586526
1713,2.282170924
1714,2.281073771
1715,2.282077679
1716,1.785857652
1717,1.800739765
1718,1.813101714
1719,2.279445971
1720,1.807908403
1721,3.720421713
1722,2.119575166
1723,2.73534411
1724,2.564160546
1725,1.811861131
1726,1.811848621
1727,2.267462875
1728,2.183436036
1729,2.469791399
1730,2.196397088
1731,1.813106574
1732,2.04174905
1733,2.267574836
1734,2.119615181
1735,2.284402729
1736,3.327374971
1737,2.469766993
1738,3.587121557
1739,3.576206086
1740,2.47251799
1741,3.343412999
1742,3.587204581
1743,1.792926894
1744,2.670922739
1745,3.069572835
1746,1.786316212
1747,2.28110347
1748,2.267260231
1749,3.557917536
1750,3.555939605
1751,3.587200093
1752,3.587204632
1753,1.793200089
1754,3.075071281
1755,2.474951962
1756,2.179407472
1757,3.075742205
1758,3.3247628
1759,3.323823038
1760,2.043618234
1761,2.119642727
1762,3.327612879
1763,1.776741626
1764,1.808376194
1765,2.271935079
1766,2.282974143
1767,1.783586375
1768,1.802797821
1769,3.577766226
1770,3.330082566
1771,3.071167679
1772,2.280870513
1773,2.283086827
1774,1.954366833
1775,2.270460935
1776,2.047833318
1777,1.783311831
1778,3.579704223
1779,2.288030686
1780,2.163856696
1781,2.473443789
1782,2.476071422
1783,2.164455698
1784,2.288482942
1785,3.078419632
1786,3.079003212
1787,2.048167625
1788,3.0727309
1789,2.283900477
1790,2.28508724
1791,3.32416197
1792,3.072915023
1793,2.12281522
1794,2.283258663
1795,2.284767204
1796,1.954440901
1797,2.796773268
1798,2.288700814
1799,3.551345411
1800,2.473572396
1801,2.284247243
1802,2.797645228
1803,2.285906308
1804,2.272588596
1805,3.073274129
1806,1.81702438
1807,1.952879286
1808,2.28387529
1809,3.579867769
1810,1.78981134
1811,1.95435567
1812,1.952398919
1813,3.579894758
1814,2.725708716
1815,2.288621194
1816,2.473578588
1817,2.286146754
1818,2.162252948
1819,1.785610095
1820,2.048165603
1821,2.124283413
1822,3.331107845
1823,2.473624711
1824,2.185372155
1825,2.777588393
1826,1.811944947
1827,2.271517068
1828,2.283440444
1829,2.272826003
1830,3.580053299
1831,2.197283842
1832,2.048681392
1833,1.786701812
1834,1.75681314
1835,1.756413265
1836,1.764515443
1837,1.761113125
1838,1.792588752
1839,1.76900176
1840,1.765880097
1841,2.301459555
1842,3.386956635
1843,2.298507747
1844,2.287938974
1845,2.297700152
1846,1.830293721
1847,2.298440102
1848,2.288123095
1849,2.301787951
1850,2.301476963
1851,2.737404771
1852,3.092426681
1853,2.287368562
1854,1.807383968
1855,2.287711455
1856,2.288346598
1857,3.564875568
1858,3.091986901
1859,3.345244469
1860,2.180090134
1861,1.819412233
1862,2.297498799
1863,1.967300505
1864,3.09355166
1865,2.215034075
1866,2.300152798
1867,2.289509525
1868,2.30086336
1869,2.299109366
1870,3.594715962
1871,2.303046241
1872,2.30026438
1873,2.299646035
1874,3.093426204
1875,2.813588336
1876,2.740202287
1877,2.732449469
1878,1.826586924
1879,1.811352415
1880,2.297821817
1881,2.286124681
1882,3.088306562
1883,2.299758979
1884,2.30130417
1885,2.300432284
1886,2.287028317
1887,1.807444467
1888,1.806517961
1889,1.777780808
1890,1.811076939
1891,2.31618098
1892,2.311621355
1893,2.212357583
1894,2.312925401
1895,2.302669972
1896,1.846765496
1897,2.314818364
1898,2.317157297
1899,2.314833487
1900,2.181497707
1901,3.104298287
1902,2.505190696
1903,2.3199684
1904,2.196364568
1905,2.316843188
1906,2.217738029
1907,1.843512256
1908,1.822041573
1909,2.30287599
1910,2.316120671
1911,2.075861429
1912,3.11031657
1913,3.110548134
1914,1.817336343
1915,2.215623219
1916,2.50805063
1917,1.811508548
1918,3.360264831
1919,3.111706468
1920,2.307872597
1921,1.822701493
1922,1.794844868
1923,2.31194982
1924,1.797314046
1925,1.795601098
1926,1.827466909
1927,1.863608679
1928,2.906945805
1929,1.865942201
1930,3.701186061
1931,1.867313195
1932,2.38443141
1933,1.867187977
1934,1.866661044
1935,1.893920896
1936,1.8945635
1937,1.89462674
1938,1.884809684
1939,1.915110668
1940,1.894568071
1941,1.867005708
1942,1.907128336
1943,1.867546312
1944,1.891213718
1945,1.896126719
1946,1.885697392
1947,1.907225373
1948,1.861463383
1949,1.884894893
1950,1.900962219
1951,2.381346143
1952,2.384480741
1953,1.897848808
1954,1.887822989
1955,2.384302676
1956,3.7583978
1957,2.161475569
1958,1.868993358
1959,1.865451303
1960,1.870346188
1961,1.919666969
1962,1.868527545
1963,1.894336142
1964,1.899620828
1965,1.890187759
1966,1.87186259
1967,2.38597
1968,1.869300188
1969,1.895457206
1970,1.86889758
1971,2.389576439
1972,1.872045768
1973,1.866765475
1974,2.386525802
1975,2.390315551
1976,2.390682449
1977,2.386806172
1978,1.895274796
1979,2.400118366
1980,2.390653452
1981,1.911307472
1982,1.911331473
1983,2.184143553
1984,1.912233615
1985,1.893575838
1986,1.895555739
1987,1.919578515
1988,1.930048635
1989,1.947301168
1990,1.920436207
1991,1.956493266
1992,1.926624781
1993,1.923902228
1994,1.98969766
1995,1.948645703
1996,1.928972654
1997,1.954911366
1998,1.952809041
1999,1.954730446
2000,1.969430566
2001,1.93112116
2002,1.955022986
2003,1.936229871
2004,1.937305795
2005,1.960952109
2006,1.935178808
2007,1.967916338
2008,1.936490927
2009,1.96311637
2010,1.956278231
2011,2.457066095
2012,1.968494381
2013,1.937305546
2014,1.958287885
2015,1.938774985
2016,1.963234737
2017,1.980447459
2018,1.940726521
2019,2.459876583
2020,1.970884248
2021,1.990296719
2022,1.936585845
2023,1.980952049
2024,1.97347554
2025,2.464394024
2026,1.975011669
2027,1.983888082
2028,1.956398586
2029,1.955152127
2030,2.021458285
2031,2.007806963
2032,1.962163721
2033,1.993160991
2034,1.995477267
2035,1.971887392
2036,2.038709018
2037,2.00264024
2038,1.976499327
2039,2.040165356
2040,2.001072122
2041,2.003440801
2042,1.985102316
2043,2.012095243
2044,1.984026096
2045,2.021234663
2046,2.012059446
2047,2.010018341
2048,2.022518656
2049,1.990447837
2050,2.019644126
2051,1.993839411
2052,1.994705
2053,2.05216182
2054,2.015504695
2055,1.995394456
2056,2.514939172
2057,2.03364354
2058,2.527610188
2059,2.024772628
2060,2.023826713
2061,2.050823331
2062,2.525051088
2063,2.040195483
2064,2.03953886
2065,2.011072598
2066,2.528794843
2067,2.037691514
2068,2.037711158
2069,2.014339531
2070,2.040288807
2071,2.058579293
2072,2.018188919
2073,2.549412904
2074,2.047467089
2075,2.038454995
2076,2.039577443
2077,2.050856306
2078,2.042300803
2079,2.019296289
2080,2.021138514
2081,2.044836597
2082,2.057461002
2083,2.480610619
2084,2.068040872
2085,2.042952305
2086,2.084739606
2087,2.073712941
2088,2.060630857
2089,2.068298108
2090,2.061993911
2091,2.043368902
2092,2.062468613
2093,2.072130503
2094,2.044383091
2095,2.071419646
2096,2.045026642
2097,2.049046624
2098,2.072111172
2099,2.070044169
2100,2.054721756
2101,2.090110646
2102,2.069112354
2103,2.066875366
2104,2.071767209
2105,2.083870971
2106,2.602757844
2107,2.081959124
2108,2.113703354
2109,2.117735589
2110,2.117538638
2111,2.119447006
2112,2.149816883
2113,2.621281172
2114,2.161249943
2115,2.091988416
2116,2.620787222
2117,2.622260052
2118,2.109086453
2119,2.399658493
2120,2.104474583
2121,2.136079858
2122,2.628471572
2123,2.101455812
2124,2.138444302
2125,2.138573503
2126,2.119055666
2127,2.641733869
2128,2.091189788
2129,2.148095406
2130,2.645981188
2131,2.146210836
2132,3.705619043
2133,2.119839266
2134,2.116205396
2135,2.118868826
2136,2.097574188
2137,2.200719737
2138,2.103470915
2139,2.85797205
2140,2.126484174
2141,2.655805735
2142,2.12694517
2143,2.104813811
2144,2.127893721
2145,2.202913763
2146,2.168570567
2147,2.168597162
2148,2.664424179
2149,2.67954184
2150,3.467219635
2151,2.678242921
2152,2.148326971
2153,2.148179791
2154,2.140698453
2155,2.153132768
2156,2.175356055
2157,2.212976827
2158,2.158055792
2159,2.15044307
2160,2.152614103
2161,2.226193267
2162,2.186274148
2163,2.168171799
2164,2.166803873
2165,2.165343944
2166,2.695443447
2167,2.201509063
2168,2.459590209
2169,2.187590365
2170,2.199793647
2171,2.685512719
2172,2.684772163
2173,2.182703938
2174,2.702486763
2175,2.213849676
2176,2.70469055
2177,2.172145892
2178,2.205530567
2179,2.187405127
2180,2.205613113
2181,2.227282694
2182,2.220545239
2183,2.172305974
2184,2.217364167
2185,2.15339859
2186,2.154747344
2187,2.200805297
2188,2.1885075
2189,2.226319636
2190,2.187136747
2191,2.223181355
2192,2.232227773
2193,2.234155687
2194,2.238863316
2195,2.176291092
2196,2.732402412
2197,2.201671289
2198,2.217063939
2199,2.73545672
2200,2.237090431
2201,2.242594852
2202,2.181882457
2203,2.252190633
2204,2.189433041
2205,2.670130571
2206,2.222289246
2207,2.211949633
2208,2.239056357
2209,2.262512725
2210,2.266456004
2211,2.266803033
2212,2.23570719
2213,2.256603599
2214,2.201279921
2215,2.239287804
2216,2.272336759
2217,2.236820825
2218,2.2247766
2219,2.529422503
2220,2.294248386
2221,2.768273846
2222,2.203052386
2223,2.262549572
2224,2.208735986
2225,2.240572671
2226,2.244300104
2227,2.244960276
2228,2.243529593
2229,2.288305395
2230,2.455776402
2231,2.244217596
2232,2.245068184
2233,2.240894939
2234,2.277075106
2235,2.259824198
2236,2.276841839
2237,2.223632902
2238,2.283682906
2239,2.256402897
2240,2.257806962
2241,2.284211849
2242,2.246672469
2243,2.246917609
2244,2.261999614
2245,2.27967777
2246,2.279046916
2247,2.280989795
2248,2.780844962
2249,2.260755193
2250,2.263525521
2251,2.286269298
2252,2.779418951
2253,2.793577785
2254,2.778451711
2255,2.231578248
2256,2.3174159
2257,2.288021663
2258,2.330999342
2259,2.300026461
2260,2.791131845
2261,2.290459943
2262,2.277981008
2263,2.266320999
2264,2.28301033
2265,2.269361103
2266,2.577879473
2267,2.274193371
2268,2.317808051
2269,2.257503109
2270,2.278635874
2271,2.809899548
2272,2.313154185
2273,2.312893687
2274,2.315242816
2275,2.312773712
2276,2.319122073
2277,2.288693424
2278,2.347285593
2279,2.29856509
2280,2.354927859
2281,2.270655757
2282,2.300010926
2283,2.372569154
2284,2.316058087
2285,2.338941841
2286,2.881121837
2287,2.867237077
2288,2.295469784
2289,2.341648336
2290,2.288197868
2291,2.343609743
2292,2.376122636
2293,2.32032564
2294,2.316050439
2295,2.310437358
2296,2.364664502
2297,2.32027052
2298,2.380887412
2299,2.377487066
2300,2.320504158
2301,2.404455017
2302,2.316864448
2303,2.402958044
2304,2.323873419
2305,2.317180234
2306,2.327029875
2307,2.43106866
2308,2.4184146
2309,2.411560024
2310,2.320051133
2311,2.317044382
2312,2.381512166
2313,2.426939197
2314,2.403533308
2315,2.451731763
2316,2.427228754
2317,2.404513263
2318,2.465102946
2319,2.397885509
2320,2.350445278
2321,2.441409122
2322,2.418877875
2323,2.404461037
2324,2.34615269
2325,2.443583716
2326,2.412580284
2327,2.413950666
2328,2.478970296
2329,2.411240616
2330,2.349018472
2331,2.433390567
2332,2.363153392
2333,2.450819863
2334,2.464608534
2335,2.42169697
2336,2.495801871
2337,2.435791185
2338,2.452134431
2339,2.963076532
2340,2.462327283
2341,2.434234194
2342,2.436975578
2343,2.955292018
2344,2.476777709
2345,2.454172806
2346,2.434284147
2347,2.977648304
2348,2.372233865
2349,2.435816518
2350,2.444439188
2351,2.965477325
2352,2.412530733
2353,2.45037431
2354,2.477547487
2355,2.467599655
2356,2.447965738
2357,2.7416276
2358,2.477908744
2359,2.474068112
2360,2.450011354
2361,2.380269013
2362,2.452280548
2363,2.418383691
2364,2.456768736
2365,2.394787231
2366,2.434950237
2367,2.390632904
2368,2.988790274
2369,2.408313918
2370,2.988798751
2371,2.388113667
2372,2.497955557
2373,2.493603089
2374,2.49764691
2375,2.533987759
2376,2.497418614
2377,2.528891434
2378,2.479786199
2379,2.503999906
2380,2.504426742
2381,2.5099532
2382,2.509551459
2383,3.000485766
2384,2.393301205
2385,2.521602309
2386,2.479544842
2387,2.476334863
2388,2.535020855
2389,2.457570016
2390,2.431361719
2391,2.435678672
2392,2.437714812
2393,2.426127977
2394,2.537882746
2395,2.501659752
2396,2.432366651
2397,2.877429415
2398,3.019754549
2399,2.564888673
2400,3.022877842
2401,2.544769562
2402,4.080938124
2403,3.032947559
2404,2.935746318
2405,2.530783254
2406,2.536218268
2407,2.523359962
2408,2.540998959
2409,2.518664653
2410,2.477943509
2411,4.360215194
2412,3.314570363
2413,3.083058154
2414,2.559752524
2415,2.506591308
2416,2.465615216
2417,2.568243063
2418,2.46960643
2419,3.085522435
2420,2.556163334
2421,2.860722269
2422,2.506927864
2423,2.469080504
2424,2.600282379
2425,2.595254929
2426,2.594058231
2427,2.50141108
2428,2.594541907
2429,2.600391099
2430,2.571402063
2431,3.288468052
2432,4.142896244
2433,3.540040675
2434,2.552966872
2435,2.511097193
2436,3.103362222
2437,2.501933942
2438,2.599591327
2439,2.594868364
2440,3.539415806
2441,2.5892355
2442,2.568794856
2443,2.599885159
2444,2.588092245
2445,2.511672626
2446,2.457952628
2447,2.469361897
2448,2.57232553
2449,2.470127423
2450,2.588773969
2451,3.088633807
2452,2.564783301
2453,3.08650906
2454,2.567367686
2455,2.512071789
2456,2.978542228
2457,2.538123487
2458,2.987419238
2459,2.514576773
2460,2.573069771
2461,2.459439974
2462,3.390349547
2463,2.870418377
2464,3.110943212
2465,3.097766082
2466,3.10634009
2467,2.468700127
2468,2.600906993
2469,2.478250457
2470,2.465066936
2471,2.506180714
2472,2.604519786
2473,2.582711624
2474,2.573011758
2475,2.880178279
2476,3.117394542
2477,3.307117919
2478,3.118532647
2479,2.61082331
2480,2.611620527
2481,3.107355332
2482,2.611755823
2483,2.588848356
2484,2.611633463
2485,2.610913422
2486,2.616445932
2487,2.590635214
2488,2.58894143
2489,2.556791782
2490,2.556034366
2491,2.641566859
2492,2.534681498
2493,2.590432236
2494,2.556676128
2495,2.617418671
2496,2.611833927
2497,2.611848738
2498,2.593734349
2499,2.61707681
2500,2.593939853
2501,2.621478502
2502,2.561864605
2503,2.484888156
2504,2.485309213
2505,2.583984714
2506,2.487992413
2507,2.968139703
2508,3.129595312
2509,3.118081749
2510,3.349174792
2511,2.600909071
2512,2.600752007
2513,2.603760633
2514,2.633967979
2515,2.630640562
2516,2.606878689
2517,2.568954175
2518,2.488902706
2519,4.462167693
2520,2.993859606
2521,2.613322637
2522,3.145674585
2523,2.525923646
2524,3.157420224
2525,3.157174403
2526,3.160002182
2527,4.199661984
2528,4.202747573
2529,3.344990862
2530,3.668812545
2531,3.668062022
2532,3.159725208
2533,3.054973186
2534,4.198510512
2535,2.37033185
2536,3.944920293
2537,4.451336601
2538,2.525148049
2539,2.371589948
2540,2.375058113
2541,2.143573594
2542,2.665454968
2543,2.143602414
2544,2.141239744
2545,4.468556755
2546,2.662643052
2547,2.705404252
2548,2.420109725
2549,2.29023392
2550,2.174978083
2551,2.174946373
2552,2.606304059
2553,2.564616673
2554,2.70532224
2555,2.422176089
2556,2.176066828
2557,2.643853897
2558,2.188310048
2559,2.431173248
2560,2.43146732
2561,2.186203672
2562,2.188686188
2563,2.431705423
2564,2.301809623
2565,2.715867888
2566,2.453480651
2567,2.706189247
2568,2.729977073
2569,2.60875267
2570,2.734792258
2571,2.770610515
2572,2.751609908
2573,2.693106241
2574,2.455143011
2575,2.210707257
2576,2.739208494
2577,2.712009079
2578,2.641681147
2579,2.639458897
2580,2.708963422
2581,2.664183335
2582,2.647382848
2583,2.71196953
2584,2.738477041
2585,2.704478851
2586,2.71020893
2587,2.749227353
2588,3.240038402
2589,3.153334247
2590,2.671744305
2591,4.551566994
2592,3.467339784
2593,2.674614504
2594,2.625716583
2595,2.688500631
2596,2.787573742
2597,2.623033258
2598,3.17143306
2599,2.626332179
2600,2.471998314
2601,2.471756033
2602,3.244660555
2603,2.755060625
2604,2.727329257
2605,2.70938813
2606,2.829118434
2607,2.815474667
2608,2.290700961
2609,2.727885119
2610,2.790758201
2611,2.678383563
2612,2.808292228
2613,2.534366797
2614,4.587072294
2615,2.792250208
2616,3.319045288
2617,2.78664105
2618,2.815956268
2619,2.689642137
2620,4.114443833
2621,2.720180579
2622,4.587587333
2623,2.810206229
2624,2.29184867
2625,2.756251754
2626,2.729024649
2627,2.734085332
2628,2.722943057
2629,2.812861142
2630,2.728984953
2631,2.722940138
2632,2.714872079
2633,3.321633261
2634,3.321975267
2635,2.82672943
2636,3.15909103
2637,3.221473235
2638,3.324765608
2639,2.721059893
2640,2.687574748
2641,2.79347606
2642,2.810543224
2643,2.809542804
2644,2.813022864
2645,2.720782313
2646,2.790598036
2647,2.778346727
2648,2.753156814
2649,4.115331115
2650,4.599441503
2651,2.80958037
2652,2.673413357
2653,2.833250563
2654,2.295054008
2655,4.616413448
2656,3.084190063
2657,2.292171984
2658,2.851635751
2659,2.793713324
2660,2.817034465
2661,2.691802851
2662,2.535346788
2663,2.536932912
2664,4.115499933
2665,2.290065777
2666,2.715085898
2667,2.711057715
2668,3.322636823
2669,3.202819441
2670,3.834710841
2671,3.224238042
2672,4.115947963
2673,3.510213577
2674,4.109506015
2675,3.322375773
2676,3.321002117
2677,4.115627531
2678,3.311331811
2679,2.833756408
2680,4.627721921
2681,3.322159159
2682,2.536257645
2683,2.816978199
2684,2.791977518
2685,2.811968403
2686,2.723588442
2687,3.324520444
2688,2.718602493
2689,2.762745336
2690,2.839152518
2691,2.740771065
2692,2.838449449
2693,2.833422653
2694,2.795810732
2695,2.284793461
2696,2.786266502
2697,3.255110028
2698,2.288107041
2699,2.759825583
2700,3.231785399
2701,2.884533543
2702,2.765395988
2703,3.366323415
2704,2.301392226
2705,4.640643707
2706,3.363965738
2707,3.365875665
2708,3.200370211
2709,3.200125184
2710,2.445613667
2711,2.855679751
2712,2.838241447
2713,3.821920761
2714,4.643760677
2715,3.834056973
2716,2.740067092
2717,2.306229604
2718,2.858141134
2719,2.777057659
2720,2.804026237
2721,3.253684554
2722,3.376902841
2723,3.589132365
2724,2.89563496
2725,2.336984822
2726,2.857696798
2727,2.769610241
2728,2.80818006
2729,2.932529856
2730,2.371472412
2731,3.069795636
2732,2.870105397
2733,2.867610307
2734,2.339775847
2735,2.835208978
2736,2.510592406
2737,4.835822008
2738,2.808485025
2739,2.790294772
2740,2.800427536
2741,2.339663634
2742,2.872591601
2743,2.339744236
2744,2.369084452
2745,2.808505633
2746,2.615143932
2747,2.761637546
2748,2.841213772
2749,2.925144463
2750,3.391587053
2751,3.240211226
2752,3.103102726
2753,3.750021492
2754,3.644984017
2755,4.790457798
2756,4.536014278
2757,3.253242199
2758,4.201448923
2759,3.206147346
2760,3.586052056
2761,3.180844048
2762,3.750286399
2763,3.206677336
2764,3.220280747
2765,3.249129254
2766,3.139415056
2767,3.214237003
2768,3.276922091
2769,3.22202845
2770,3.239454107
2771,3.184563525
2772,3.157922321
2773,2.718759429
2774,3.20843312
2775,2.860833505
2776,4.265037912
2777,3.631884763
2778,3.284474119
2779,3.219075403
2780,5.020816034
2781,4.817840799
2782,3.676364393
2783,3.272305736
2784,3.268019863
2785,4.829806309
2786,4.826029024
2787,4.225614648
2788,4.574210481
2789,3.176582117
2790,2.871463638
2791,5.082710098
2792,3.291371327
2793,3.226303139
2794,3.161719909
2795,3.28223481
2796,2.723723034
2797,2.764026244
2798,3.673176255
2799,3.146130897
2800,2.733007815
2801,5.100783161
2802,3.152854343
2803,4.186081785
2804,5.153667039
2805,3.325898314
2806,3.27170151
2807,3.265954043
2808,3.213822607
2809,3.236453282
2810,3.314231234
2811,3.804064113
2812,3.56615725
2813,2.771825383
2814,3.293855366
2815,3.203790936
2816,3.803875206
2817,3.299674719
2818,3.299222474
2819,5.080810965
2820,3.803278029
2821,3.791656407
2822,3.472487684
2823,3.019241016
2824,4.600026663
2825,4.850783157
2826,4.852041409
2827,3.311010701
2828,3.685558367
2829,3.792845362
2830,2.774085244
2831,4.025985739
2832,3.219502675
2833,3.575935919
2834,3.815193932
2835,3.27121861
2836,3.175953982
2837,3.189861896
2838,3.828756769
2839,2.812172968
2840,4.633343905
2841,4.034532101
2842,2.982825454
2843,3.341903463
2844,3.339777
2845,3.342642338
2846,3.636639398
2847,5.170476467
2848,3.365234505
2849,5.142650953
2850,2.806837006
2851,3.36465353
2852,5.202495988
2853,2.847884381
2854,3.421580927
2855,3.041298053
2856,4.726385567
2857,4.727605235
2858,5.26486548
2859,4.171512984
2860,3.962474643
2861,5.226066529
2862,5.23210068
2863,5.260668059
2864,5.260979971
2865,5.271910899
2866,3.498270036
2867,3.429200277
2868,3.391440461
2869,3.741402711
2870,3.474766487
2871,3.507209517
2872,3.444887873
2873,3.207562091
2874,5.036206012
2875,5.269234161
2876,4.793711628
2877,3.510967932
2878,3.881077112
2879,3.504083054
2880,3.583655405
2881,3.32838676
2882,3.05393323
2883,3.610006109
2884,3.054189235
2885,3.87759183
2886,3.627118578
2887,3.485544151
2888,3.224811055
2889,3.572269499
2890,3.466971118
2891,3.509052719
2892,3.642220923
2893,3.642228094
2894,3.58702718
2895,4.119021102
2896,3.616225272
2897,3.481741554
2898,3.083954144
2899,3.124429362
2900,5.493093315
2901,5.219776678
2902,5.465195726
2903,4.100859974
2904,3.676569571
2905,4.188514153
2906,3.656657896
2907,3.692537182
2908,4.17639652
2909,3.681939177
2910,4.190946405
2911,3.580897213
2912,3.68296601
2913,3.67570667
2914,3.126491312
2915,3.123150324
2916,3.545640783
2917,4.025006345
2918,3.158533433
2919,3.623341648
2920,3.707589677
2921,3.656981967
2922,3.64528971
2923,3.688691562
2924,3.652348627
2925,3.599326518
2926,4.186224112
2927,3.655693923
2928,3.683499077
2929,2.196399292
2930,3.125634609
2931,3.657063896
2932,3.162043851
2933,3.298446838
2934,3.404325401
2935,3.679575502
2936,3.158089295
2937,4.176719599
2938,3.658767996
2939,3.404415429
2940,3.679354726
2941,3.27288796
2942,3.607145067
2943,4.091521512
2944,3.578685163
2945,3.415956416
2946,3.588833526
2947,3.67933811
2948,3.579732688
2949,3.662053889
2950,4.176516335
2951,4.177112483
2952,2.117029749
2953,3.125432645
2954,3.647500497
2955,3.679787027
2956,3.680403802
2957,3.597963219
2958,3.658829112
2959,3.403791522
2960,4.18910548
2961,3.953332599
2962,4.1936981
2963,3.605868697
2964,3.126287767
2965,3.300417943
2966,3.404297175
2967,3.158413272
2968,3.662733103
2969,3.404703606
2970,4.985547875
2971,3.404475901
2972,3.159537119
2973,3.301062537
2974,3.126325937
2975,4.178530454
2976,3.69119015
2977,3.562066214
2978,4.985623899
2979,3.417887259
2980,4.190351865
2981,3.627002047
2982,5.236502006
2983,3.955331166
2984,4.178264432
2985,3.599288968
2986,3.658045222
2987,3.624007364
2988,3.122179872
2989,4.18003354
2990,3.405954644
2991,3.658943866
2992,3.657048751
2993,3.691387492
2994,3.163175241
2995,3.163184676
2996,4.193682633
2997,4.191466967
2998,4.178883303
2999,3.688067139
3000,3.859477014
3001,4.195790174
3002,4.380798647
3003,2.203021211
3004,5.498733264
3005,3.160523122
3006,3.680558316
3007,3.561868861
3008,3.7229327
3009,3.664793946
3010,3.700145354
3011,4.211262645
3012,3.149067111
3013,3.699187826
3014,4.213879633
3015,3.603981217
3016,3.666893573
3017,4.088663025
3018,3.680203819
3019,3.146214653
3020,3.730304957
3021,3.618040274
3022,3.436258949
3023,3.642096218
3024,3.698380312
3025,3.707225394
3026,3.679905658
3027,5.477821415
3028,3.706133552
3029,3.677119875
3030,3.426055734
3031,4.21113708
3032,5.516512257
3033,3.677635774
3034,4.902095521
3035,4.791671108
3036,3.78756967
3037,4.287674134
3038,4.28589491
3039,3.781796035
3040,5.329967244
3041,5.581988815
3042,5.593080347
3043,3.787737402
3044,4.475628072
3045,4.273260062
3046,3.255610259
3047,3.782852524
3048,3.782391943
3049,3.759229738
3050,4.27714166
3051,3.786665293
3052,3.722755611
3053,3.644862414
3054,3.257837315
3055,5.582249368
3056,3.784296319
3057,3.698787166
3058,4.287585091
3059,3.260845157
3060,3.786833299
3061,3.698755816
3062,3.704135115
3063,5.081136795
3064,4.295350655
3065,3.776245704
3066,4.476217568
3067,3.957517761
3068,4.125210123
3069,3.258060481
3070,3.258137342
3071,3.704817363
3072,3.782500619
3073,4.476259015
3074,4.165732559
3075,5.07582604
3076,4.291300417
3077,5.375425669
3078,5.329981467
3079,5.562313694
3080,4.746129768
3081,3.753529595
3082,3.721056098
3083,3.782373142
3084,4.185940929
3085,3.225468844
3086,3.753988184
3087,3.778418633
3088,3.755354386
3089,3.258872716
3090,3.640416624
3091,3.746239726
3092,3.753016976
3093,3.745765403
3094,4.13395102
3095,4.052165111
3096,4.296408679
3097,3.744401674
3098,4.287502296
3099,3.700080576
3100,3.956141371
3101,3.503480319
3102,3.503151716
3103,3.690229247
3104,4.13367
3105,3.820582047
3106,3.956489972
3107,4.190576781
3108,5.594576596
3109,4.27549524
3110,4.287963035
3111,5.555384813
3112,4.166542032
3113,4.276513806
3114,3.794241873
3115,5.555416478
3116,5.59484235
3117,3.76087894
3118,4.278837555
3119,3.754815098
3120,3.724596318
3121,4.191789636
3122,4.287462631
3123,4.290170019
3124,4.292538492
3125,4.292375128
3126,3.224624496
3127,3.777030403
3128,3.696164415
3129,3.761088809
3130,3.761082348
3131,4.477821145
3132,3.760913635
3133,3.794174854
3134,3.779199279
3135,3.759011088
3136,3.758706629
3137,3.958923484
3138,5.726269635
3139,4.72131871
3140,3.22749207
3141,5.563930301
3142,3.800943377
3143,5.077146236
3144,3.789946312
3145,3.81607002
3146,3.218895469
3147,4.171242149
3148,3.757140102
3149,4.802559273
3150,3.257375295
3151,3.228378807
3152,4.56670352
3153,3.257443722
3154,2.926585259
3155,5.556232191
3156,3.504557861
3157,3.683569594
3158,3.679317615
3159,3.219386632
3160,3.959076718
3161,3.260512524
3162,3.756634471
3163,3.725464483
3164,3.81667676
3165,3.260399215
3166,3.399515566
3167,5.566624269
3168,5.584820267
3169,3.785449201
3170,3.64769072
3171,3.746261035
3172,5.595977983
3173,3.659700063
3174,3.219919157
3175,3.263588877
3176,3.25862074
3177,3.683584875
3178,3.225268175
3179,3.778239044
3180,3.78549911
3181,2.217215357
3182,3.821371776
3183,3.795621736
3184,3.762103725
3185,4.293550783
3186,4.28010481
3187,3.780445652
3188,3.227717815
3189,3.220866461
3190,3.76055388
3191,3.785595771
3192,3.399895871
3193,3.64218107
3194,3.698294136
3195,3.746690225
3196,5.336337069
3197,3.762464793
3198,3.77906658
3199,5.333842346
3200,4.276481187
3201,3.648173383
3202,4.276291159
3203,3.795671449
3204,3.400023
3205,3.261262548
3206,3.759861763
3207,5.329976719
3208,5.596633476
3209,5.596707456
3210,5.596653271
3211,5.585704236
3212,4.276880789
3213,3.778303199
3214,3.69167328
3215,3.227836414
3216,3.746881981
3217,3.400477522
3218,5.334399785
3219,4.481539568
