,Correction,Forward,Successor,init,Lookup Messages,Broadcast Messages
0,65,72,48,91,187,0
1,63,72,24,71,160,0
2,55,64,118,67,239,0
3,92,65,9,68,166,0
4,104,105,144,71,356,0
5,111,73,52,76,239,0
6,124,71,64,76,262,0
7,121,90,116,71,328,0
8,69,57,54,66,182,0
9,86,77,121,70,284,0
10,96,80,16,82,193,0
11,75,65,82,68,226,0
12,102,87,9,70,199,0
13,114,80,167,68,362,0
14,115,72,82,72,270,0
15,21,50,27,72,99,0
